  0.00000000E+00 -0.42505236E+01
  0.11116747E-01 -0.42502165E+01
  0.22233494E-01 -0.42492951E+01
  0.33350240E-01 -0.42477595E+01
  0.44466987E-01 -0.42456095E+01
  0.55583734E-01 -0.42428449E+01
  0.66700481E-01 -0.42394656E+01
  0.77817228E-01 -0.42354712E+01
  0.88933975E-01 -0.42308615E+01
  0.10005072E+00 -0.42256361E+01
  0.11116747E+00 -0.42197947E+01
  0.12228422E+00 -0.42133367E+01
  0.13340096E+00 -0.42062618E+01
  0.14451771E+00 -0.41985693E+01
  0.15563446E+00 -0.41902586E+01
  0.16675120E+00 -0.41813293E+01
  0.17786795E+00 -0.41717804E+01
  0.18898470E+00 -0.41616114E+01
  0.20010144E+00 -0.41508214E+01
  0.21121819E+00 -0.41394096E+01
  0.22233494E+00 -0.41273751E+01
  0.23345168E+00 -0.41147170E+01
  0.24456843E+00 -0.41014343E+01
  0.25568518E+00 -0.40875260E+01
  0.26680192E+00 -0.40729910E+01
  0.27791867E+00 -0.40578282E+01
  0.28903542E+00 -0.40420366E+01
  0.30015216E+00 -0.40256148E+01
  0.31126891E+00 -0.40085618E+01
  0.32238566E+00 -0.39908763E+01
  0.33350240E+00 -0.39725570E+01
  0.34461915E+00 -0.39536027E+01
  0.35573590E+00 -0.39340121E+01
  0.36685265E+00 -0.39137841E+01
  0.37796939E+00 -0.38929172E+01
  0.38908614E+00 -0.38714103E+01
  0.40020289E+00 -0.38492623E+01
  0.41131963E+00 -0.38264720E+01
  0.42243638E+00 -0.38030382E+01
  0.43355313E+00 -0.37789602E+01
  0.44466987E+00 -0.37542368E+01
  0.45578662E+00 -0.37288675E+01
  0.46690337E+00 -0.37028516E+01
  0.47802011E+00 -0.36761886E+01
  0.48913686E+00 -0.36488784E+01
  0.50025361E+00 -0.36209209E+01
  0.51137035E+00 -0.35923164E+01
  0.52248710E+00 -0.35630656E+01
  0.53360385E+00 -0.35331693E+01
  0.54472059E+00 -0.35026289E+01
  0.55583734E+00 -0.34714463E+01
  0.56695409E+00 -0.34396237E+01
  0.57807084E+00 -0.34071641E+01
  0.58918758E+00 -0.33740709E+01
  0.60030433E+00 -0.33403486E+01
  0.61142108E+00 -0.33060021E+01
  0.62253782E+00 -0.32710374E+01
  0.63365457E+00 -0.32354617E+01
  0.64477132E+00 -0.31992829E+01
  0.65588806E+00 -0.31625104E+01
  0.66700481E+00 -0.31251551E+01
  0.67812156E+00 -0.30872292E+01
  0.68923830E+00 -0.30487467E+01
  0.70035505E+00 -0.30097235E+01
  0.71147180E+00 -0.29701774E+01
