 Written on 14Apr2025 at 16:33:23 
    Rtot =    8      num_wann =    8
    0    0    0    1    1    0.444018    0.000000
    0    0    0    2    1   -1.387321   -0.010451
    0    0    0    3    1   -1.387336   -0.008204
    0    0    0    4    1   -1.387334   -0.008563
    0    0    0    5    1   -0.000000    0.000000
    0    0    0    6    1   -0.000000    0.000000
    0    0    0    7    1   -0.000000   -0.000000
    0    0    0    8    1   -0.000000    0.000000
    0    0    0    1    2   -1.387321    0.010451
    0    0    0    2    2    0.444018    0.000000
    0    0    0    3    2   -1.387358    0.002247
    0    0    0    4    2   -1.387359    0.001888
    0    0    0    5    2   -0.000000    0.000000
    0    0    0    6    2   -0.000000   -0.000000
    0    0    0    7    2    0.000000    0.000000
    0    0    0    8    2   -0.000000    0.000000
    0    0    0    1    3   -1.387336    0.008204
    0    0    0    2    3   -1.387358   -0.002247
    0    0    0    3    3    0.444019   -0.000000
    0    0    0    4    3   -1.387360   -0.000359
    0    0    0    5    3   -0.000000   -0.000000
    0    0    0    6    3    0.000000    0.000000
    0    0    0    7    3    0.000000    0.000000
    0    0    0    8    3   -0.000000    0.000000
    0    0    0    1    4   -1.387334    0.008563
    0    0    0    2    4   -1.387359   -0.001888
    0    0    0    3    4   -1.387360    0.000359
    0    0    0    4    4    0.444018    0.000000
    0    0    0    5    4   -0.000000   -0.000000
    0    0    0    6    4    0.000000   -0.000000
    0    0    0    7    4    0.000000   -0.000000
    0    0    0    8    4   -0.000000   -0.000000
    0    0    0    1    5   -0.000000   -0.000000
    0    0    0    2    5   -0.000000   -0.000000
    0    0    0    3    5   -0.000000    0.000000
    0    0    0    4    5   -0.000000    0.000000
    0    0    0    5    5   11.350829    0.000000
    0    0    0    6    5   -0.924331   -0.000000
    0    0    0    7    5   -0.924331   -0.000000
    0    0    0    8    5   -0.924331    0.000000
    0    0    0    1    6   -0.000000   -0.000000
    0    0    0    2    6   -0.000000    0.000000
    0    0    0    3    6    0.000000   -0.000000
    0    0    0    4    6    0.000000    0.000000
    0    0    0    5    6   -0.924331    0.000000
    0    0    0    6    6   11.350830   -0.000000
    0    0    0    7    6   -0.924331    0.000000
    0    0    0    8    6   -0.924331    0.000000
    0    0    0    1    7   -0.000000    0.000000
    0    0    0    2    7    0.000000   -0.000000
    0    0    0    3    7    0.000000   -0.000000
    0    0    0    4    7    0.000000    0.000000
    0    0    0    5    7   -0.924331    0.000000
    0    0    0    6    7   -0.924331   -0.000000
    0    0    0    7    7   11.350828   -0.000000
    0    0    0    8    7   -0.924331    0.000000
    0    0    0    1    8   -0.000000   -0.000000
    0    0    0    2    8   -0.000000   -0.000000
    0    0    0    3    8   -0.000000   -0.000000
    0    0    0    4    8   -0.000000    0.000000
    0    0    0    5    8   -0.924331   -0.000000
    0    0    0    6    8   -0.924331   -0.000000
    0    0    0    7    8   -0.924331   -0.000000
    0    0    0    8    8   11.350829   -0.000000
    0    0    1    1    1   -0.079620   -0.000000
    0    0    1    2    1    0.018185    0.000137
    0    0    1    3    1   -0.064117   -0.000379
    0    0    1    4    1   -0.064117   -0.000396
    0    0    1    5    1    0.000000   -0.000000
    0    0    1    6    1   -0.000000   -0.000000
    0    0    1    7    1   -0.000000    0.000000
    0    0    1    8    1    0.000000    0.000000
    0    0    1    1    2    0.018185   -0.000137
    0    0    1    2    2   -0.079620   -0.000000
    0    0    1    3    2   -0.064119    0.000104
    0    0    1    4    2   -0.064118    0.000087
    0    0    1    5    2    0.000000    0.000000
    0    0    1    6    2    0.000000    0.000000
    0    0    1    7    2   -0.000000   -0.000000
    0    0    1    8    2    0.000000   -0.000000
    0    0    1    1    3   -0.064117    0.000379
    0    0    1    2    3   -0.064119   -0.000104
    0    0    1    3    3    0.669413    0.000000
    0    0    1    4    3   -1.387360   -0.000359
    0    0    1    5    3    0.000000   -0.000000
    0    0    1    6    3    0.000000    0.000000
    0    0    1    7    3   -0.000000    0.000000
    0    0    1    8    3   -0.000000   -0.000000
    0    0    1    1    4   -0.064117    0.000396
    0    0    1    2    4   -0.064118   -0.000087
    0    0    1    3    4   -1.387360    0.000359
    0    0    1    4    4    0.669413    0.000000
    0    0    1    5    4   -0.000000   -0.000000
    0    0    1    6    4   -0.000000    0.000000
    0    0    1    7    4    0.000000   -0.000000
    0    0    1    8    4    0.000000   -0.000000
    0    0    1    1    5    0.000000    0.000000
    0    0    1    2    5    0.000000   -0.000000
    0    0    1    3    5    0.000000    0.000000
    0    0    1    4    5   -0.000000    0.000000
    0    0    1    5    5    0.267006   -0.000000
    0    0    1    6    5    0.605876   -0.000000
    0    0    1    7    5    0.605876   -0.000000
    0    0    1    8    5   -0.207399   -0.000000
    0    0    1    1    6   -0.000000    0.000000
    0    0    1    2    6    0.000000   -0.000000
    0    0    1    3    6    0.000000   -0.000000
    0    0    1    4    6   -0.000000   -0.000000
    0    0    1    5    6    0.605876    0.000000
    0    0    1    6    6   -0.918424   -0.000000
    0    0    1    7    6   -0.923745   -0.000000
    0    0    1    8    6    0.605876   -0.000000
    0    0    1    1    7   -0.000000   -0.000000
    0    0    1    2    7   -0.000000    0.000000
    0    0    1    3    7   -0.000000   -0.000000
    0    0    1    4    7    0.000000    0.000000
    0    0    1    5    7    0.605876    0.000000
    0    0    1    6    7   -0.923745    0.000000
    0    0    1    7    7   -0.918425   -0.000000
    0    0    1    8    7    0.605876   -0.000000
    0    0    1    1    8    0.000000   -0.000000
    0    0    1    2    8    0.000000    0.000000
    0    0    1    3    8   -0.000000    0.000000
    0    0    1    4    8    0.000000    0.000000
    0    0    1    5    8   -0.207399    0.000000
    0    0    1    6    8    0.605876    0.000000
    0    0    1    7    8    0.605876    0.000000
    0    0    1    8    8    0.267006   -0.000000
    0    1    0    1    1   -0.079620    0.000000
    0    1    0    2    1   -0.064117   -0.000483
    0    1    0    3    1   -0.064117   -0.000379
    0    1    0    4    1    0.018186    0.000112
    0    1    0    5    1    0.000000    0.000000
    0    1    0    6    1    0.000000   -0.000000
    0    1    0    7    1   -0.000000    0.000000
    0    1    0    8    1    0.000000   -0.000000
    0    1    0    1    2   -0.064117    0.000483
    0    1    0    2    2    0.669413   -0.000000
    0    1    0    3    2   -1.387358    0.002247
    0    1    0    4    2   -0.064119    0.000087
    0    1    0    5    2    0.000000   -0.000000
    0    1    0    6    2    0.000000    0.000000
    0    1    0    7    2   -0.000000   -0.000000
    0    1    0    8    2    0.000000    0.000000
    0    1    0    1    3   -0.064117    0.000379
    0    1    0    2    3   -1.387358   -0.002247
    0    1    0    3    3    0.669413   -0.000000
    0    1    0    4    3   -0.064119   -0.000017
    0    1    0    5    3    0.000000   -0.000000
    0    1    0    6    3    0.000000   -0.000000
    0    1    0    7    3    0.000000   -0.000000
    0    1    0    8    3   -0.000000   -0.000000
    0    1    0    1    4    0.018186   -0.000112
    0    1    0    2    4   -0.064119   -0.000087
    0    1    0    3    4   -0.064119    0.000017
    0    1    0    4    4   -0.079620   -0.000000
    0    1    0    5    4   -0.000000   -0.000000
    0    1    0    6    4   -0.000000   -0.000000
    0    1    0    7    4   -0.000000    0.000000
    0    1    0    8    4    0.000000    0.000000
    0    1    0    1    5    0.000000   -0.000000
    0    1    0    2    5    0.000000    0.000000
    0    1    0    3    5    0.000000    0.000000
    0    1    0    4    5   -0.000000    0.000000
    0    1    0    5    5   -0.918425   -0.000000
    0    1    0    6    5   -0.923745    0.000000
    0    1    0    7    5    0.605876    0.000000
    0    1    0    8    5    0.605876   -0.000000
    0    1    0    1    6    0.000000    0.000000
    0    1    0    2    6    0.000000   -0.000000
    0    1    0    3    6    0.000000    0.000000
    0    1    0    4    6   -0.000000    0.000000
    0    1    0    5    6   -0.923745   -0.000000
    0    1    0    6    6   -0.918425   -0.000000
    0    1    0    7    6    0.605876    0.000000
    0    1    0    8    6    0.605876    0.000000
    0    1    0    1    7   -0.000000   -0.000000
    0    1    0    2    7   -0.000000    0.000000
    0    1    0    3    7    0.000000    0.000000
    0    1    0    4    7   -0.000000   -0.000000
    0    1    0    5    7    0.605876   -0.000000
    0    1    0    6    7    0.605876   -0.000000
    0    1    0    7    7    0.267006   -0.000000
    0    1    0    8    7   -0.207399    0.000000
    0    1    0    1    8    0.000000    0.000000
    0    1    0    2    8    0.000000   -0.000000
    0    1    0    3    8   -0.000000    0.000000
    0    1    0    4    8    0.000000   -0.000000
    0    1    0    5    8    0.605876    0.000000
    0    1    0    6    8    0.605876   -0.000000
    0    1    0    7    8   -0.207399   -0.000000
    0    1    0    8    8    0.267006   -0.000000
    0    1    1    1    1   -0.079620   -0.000000
    0    1    1    2    1   -0.064117   -0.000483
    0    1    1    3    1    0.018186    0.000108
    0    1    1    4    1   -0.064117   -0.000396
    0    1    1    5    1   -0.000000   -0.000000
    0    1    1    6    1    0.000000    0.000000
    0    1    1    7    1    0.000000   -0.000000
    0    1    1    8    1    0.000000   -0.000000
    0    1    1    1    2   -0.064117    0.000483
    0    1    1    2    2    0.669413    0.000000
    0    1    1    3    2   -0.064118    0.000104
    0    1    1    4    2   -1.387359    0.001888
    0    1    1    5    2    0.000000   -0.000000
    0    1    1    6    2   -0.000000   -0.000000
    0    1    1    7    2   -0.000000    0.000000
    0    1    1    8    2    0.000000    0.000000
    0    1    1    1    3    0.018186   -0.000108
    0    1    1    2    3   -0.064118   -0.000104
    0    1    1    3    3   -0.079620   -0.000000
    0    1    1    4    3   -0.064119   -0.000017
    0    1    1    5    3   -0.000000    0.000000
    0    1    1    6    3   -0.000000   -0.000000
    0    1    1    7    3    0.000000    0.000000
    0    1    1    8    3   -0.000000   -0.000000
    0    1    1    1    4   -0.064117    0.000396
    0    1    1    2    4   -1.387359   -0.001888
    0    1    1    3    4   -0.064119    0.000017
    0    1    1    4    4    0.669413   -0.000000
    0    1    1    5    4    0.000000    0.000000
    0    1    1    6    4    0.000000   -0.000000
    0    1    1    7    4   -0.000000   -0.000000
    0    1    1    8    4    0.000000   -0.000000
    0    1    1    1    5   -0.000000    0.000000
    0    1    1    2    5    0.000000    0.000000
    0    1    1    3    5   -0.000000   -0.000000
    0    1    1    4    5    0.000000   -0.000000
    0    1    1    5    5   -0.918425   -0.000000
    0    1    1    6    5    0.605876    0.000000
    0    1    1    7    5   -0.923745    0.000000
    0    1    1    8    5    0.605876    0.000000
    0    1    1    1    6    0.000000   -0.000000
    0    1    1    2    6   -0.000000    0.000000
    0    1    1    3    6   -0.000000    0.000000
    0    1    1    4    6    0.000000    0.000000
    0    1    1    5    6    0.605876   -0.000000
    0    1    1    6    6    0.267006   -0.000000
    0    1    1    7    6    0.605876   -0.000000
    0    1    1    8    6   -0.207399    0.000000
    0    1    1    1    7    0.000000    0.000000
    0    1    1    2    7   -0.000000   -0.000000
    0    1    1    3    7    0.000000   -0.000000
    0    1    1    4    7   -0.000000    0.000000
