    0.0000   -6.7693
    0.1000   -6.7444
    0.2000   -6.6661
    0.3000   -6.5245
    0.4000   -6.3050
    0.5000   -5.9907
    0.6000   -5.5657
    0.7000   -5.0178
    0.8000   -4.3416
    0.9000   -3.5400
    1.0000   -2.6259
    1.0354   -2.6307
    1.0707   -2.6451
    1.1061   -2.6699
    1.1414   -2.7058
    1.1768   -2.7540
    1.2121   -2.8159
    1.2475   -2.8925
    1.2828   -2.9851
    1.3182   -3.0943
    1.3536   -3.2203
    1.3536   -3.2203
    1.4596   -3.6914
    1.5657   -4.2615
    1.6718   -4.8577
    1.7778   -5.4113
    1.8839   -5.8768
    1.9899   -6.2353
    2.0960   -6.4891
    2.2021   -6.6521
    2.3081   -6.7412
    2.4142   -6.7693
    2.5008   -6.7507
    2.5874   -6.6925
    2.6740   -6.5883
    2.7606   -6.4287
    2.8472   -6.2023
    2.9338   -5.8994
    3.0204   -5.5169
    3.1070   -5.0719
    3.1936   -4.6393
    3.2802   -4.4309
    3.3509   -4.4181
    3.4217   -4.3785
    3.4924   -4.3087
    3.5631   -4.2036
    3.6338   -4.0573
    3.7045   -3.8648
    3.7752   -3.6234
    3.8459   -3.3353
    3.9166   -3.0092
    3.9873   -2.6634
    4.0373   -2.6625
    4.0873   -2.6599
    4.1373   -2.6557
    4.1873   -2.6505
    4.2373   -2.6447
    4.2873   -2.6389
    4.3373   -2.6337
    4.3873   -2.6295
    4.4373   -2.6268
    4.4873   -2.6259
 
    0.0000    5.2100
    0.1000    5.0944
    0.2000    4.7533
    0.3000    4.2026
    0.4000    3.4678
    0.5000    2.5828
    0.6000    1.5875
    0.7000    0.5255
    0.8000   -0.5584
    0.9000   -1.6216
    1.0000   -2.6259
    1.0354   -2.6221
    1.0707   -2.6105
    1.1061   -2.5907
    1.1414   -2.5622
    1.1768   -2.5241
    1.2121   -2.4753
    1.2475   -2.4147
    1.2828   -2.3410
    1.3182   -2.2529
    1.3536   -2.1489
    1.3536   -2.1489
    1.4596   -1.7301
    1.5657   -1.1318
    1.6718   -0.3483
    1.7778    0.5966
    1.8839    1.6466
    1.9899    2.7171
    2.0960    3.7056
    2.2021    4.5065
    2.3081    5.0286
    2.4142    5.2100
    2.5008    5.0769
    2.5874    4.6865
    2.6740    4.0651
    2.7606    3.2537
    2.8472    2.3048
    2.9338    1.2793
    3.0204    0.2451
    3.1070   -0.7172
    3.1936   -1.4819
    3.2802   -1.8048
    3.3509   -1.7931
    3.4217   -1.7607
    3.4924   -1.7164
    3.5631   -1.6753
    3.6338   -1.6603
    3.7045   -1.7000
    3.7752   -1.8211
    3.8459   -2.0348
    3.9166   -2.3266
    3.9873   -2.6634
    4.0373   -2.6625
    4.0873   -2.6599
    4.1373   -2.6557
    4.1873   -2.6505
    4.2373   -2.6447
    4.2873   -2.6389
    4.3373   -2.6337
    4.3873   -2.6295
    4.4373   -2.6268
    4.4873   -2.6259
 
    0.0000    5.2100
    0.1000    5.1396
    0.2000    4.9353
    0.3000    4.6172
    0.4000    4.2166
    0.5000    3.7727
    0.6000    3.3291
    0.7000    2.9290
    0.8000    2.6117
    0.9000    2.4080
    1.0000    2.3378
    1.0354    2.3329
    1.0707    2.3185
    1.1061    2.2958
    1.1414    2.2666
    1.1768    2.2335
    1.2121    2.1994
    1.2475    2.1676
    1.2828    2.1413
    1.3182    2.1238
    1.3536    2.1176
    1.3536    2.1176
    1.4596    2.1860
    1.5657    2.3972
    1.6718    2.7346
    1.7778    3.1620
    1.8839    3.6369
    1.9899    4.1153
    2.0960    4.5519
    2.2021    4.9029
    2.3081    5.1309
    2.4142    5.2100
    2.5008    5.1804
    2.5874    5.0947
    2.6740    4.9611
    2.7606    4.7928
    2.8472    4.6062
    2.9338    4.4196
    3.0204    4.2513
    3.1070    4.1177
    3.1936    4.0320
    3.2802    4.0024
    3.3509    3.9458
    3.4217    3.7818
    3.4924    3.5287
    3.5631    3.2162
    3.6338    2.8859
    3.7045    2.5873
    3.7752    2.3690
    3.8459    2.2623
    3.9166    2.2704
    3.9873    2.3731
    4.0373    2.3722
    4.0873    2.3697
    4.1373    2.3658
    4.1873    2.3609
    4.2373    2.3555
    4.2873    2.3501
    4.3373    2.3451
    4.3873    2.3412
    4.4373    2.3387
    4.4873    2.3378
 
    0.0000    5.2100
    0.1000    5.1396
    0.2000    4.9353
    0.3000    4.6172
    0.4000    4.2166
    0.5000    3.7727
    0.6000    3.3291
    0.7000    2.9290
    0.8000    2.6117
    0.9000    2.4080
    1.0000    2.3378
    1.0354    2.3437
    1.0707    2.3611
    1.1061    2.3900
    1.1414    2.4301
    1.1768    2.4808
    1.2121    2.5417
    1.2475    2.6122
    1.2828    2.6915
    1.3182    2.7788
    1.3536    2.8733
    1.3536    2.8733
    1.4596    3.1905
    1.5657    3.5379
    1.6718    3.8895
    1.7778    4.2226
    1.8839    4.5195
    1.9899    4.7683
    2.0960    4.9628
    2.2021    5.1008
    2.3081    5.1828
    2.4142    5.2100
    2.5008    5.1804
    2.5874    5.0947
    2.6740    4.9611
    2.7606    4.7928
    2.8472    4.6062
    2.9338    4.4196
    3.0204    4.2513
    3.1070    4.1177
    3.1936    4.0320
    3.2802    4.0024
    3.3509    3.9770
    3.4217    3.9021
    3.4924    3.7812
    3.5631    3.6199
    3.6338    3.4259
    3.7045    3.2085
    3.7752    2.9791
    3.8459    2.7513
    3.9166    2.5422
    3.9873    2.3731
    4.0373    2.3722
    4.0873    2.3697
    4.1373    2.3658
